P10_001N,P10_002N,P10_003N,P10_004N,P10_005N,P10_006N,P10_007N,P10_008N,P10_009N,state,county,tract,block group
590,570,13,531,1,11,0,14,20,42,101,007101,1
675,645,26,593,2,11,0,13,30,42,101,007101,2
554,532,81,446,2,3,0,0,22,42,101,007101,3
721,687,37,631,0,8,0,11,34,42,101,007102,1
864,823,20,785,4,0,0,14,41,42,101,007102,2
691,657,14,632,0,2,0,9,34,42,101,007102,3
614,594,18,557,6,0,0,13,20,42,101,007102,4
577,550,7,529,1,4,0,9,27,42,101,007102,5
676,650,6,634,1,3,0,6,26,42,101,007200,1
582,564,34,510,1,3,0,16,18,42,101,007200,2
428,422,10,396,1,3,0,12,6,42,101,007200,3
490,480,9,458,1,8,0,4,10,42,101,007200,4
552,532,11,521,0,0,0,0,20,42,101,007200,5
702,685,35,622,1,11,0,16,17,42,101,007200,6
706,678,144,504,0,18,0,12,28,42,101,007300,1
597,573,73,487,0,3,0,10,24,42,101,007300,2
530,492,124,338,6,12,0,12,38,42,101,007300,3
727,698,172,481,0,30,2,13,29,42,101,007300,4
589,560,178,297,0,72,2,11,29,42,101,007400,1
591,544,141,357,2,28,3,13,47,42,101,007400,2
574,554,77,456,2,11,0,8,20,42,101,007400,3
1059,994,74,877,1,15,1,26,65,42,101,007400,4
497,469,6,455,0,5,0,3,28,42,101,007400,5
1589,1490,821,187,4,437,2,39,99,42,101,007700,1
557,518,171,269,5,65,0,8,39,42,101,007700,2
791,737,399,264,6,45,0,23,54,42,101,007800,1
507,464,303,116,0,26,0,19,43,42,101,007800,2
738,693,447,200,3,38,0,5,45,42,101,007800,3
870,805,614,120,3,49,1,18,65,42,101,007800,4
1015,926,652,150,0,104,0,20,89,42,101,007800,5
521,489,4,482,1,0,0,2,32,42,101,026500,3
487,482,10,472,0,0,0,0,5,42,101,026500,1
739,710,6,698,0,0,0,6,29,42,101,026500,2
717,694,5,674,2,0,0,13,23,42,101,026500,4
923,902,17,866,3,0,0,16,21,42,101,026500,5
2090,2031,20,1983,2,5,0,21,59,42,101,026600,1
1201,1184,13,1136,7,10,0,18,17,42,101,026600,2
1759,1711,4,1696,1,1,0,9,48,42,101,026600,3
2001,1957,32,1880,6,11,0,28,44,42,101,026700,1
1682,1643,15,1576,8,10,0,34,39,42,101,026700,2
716,689,9,676,0,0,0,4,27,42,101,026700,3
638,620,9,597,1,1,0,12,18,42,101,026700,4
1413,1360,106,1167,6,30,0,51,53,42,101,026800,1
631,608,51,501,0,30,0,26,23,42,101,026800,2
699,647,23,564,7,13,1,39,52,42,101,026800,3
983,925,35,859,1,14,0,16,58,42,101,026800,4
683,653,124,493,1,12,0,23,30,42,101,026900,1
1146,1106,177,819,10,48,0,52,40,42,101,026900,2
598,569,114,354,0,79,0,22,29,42,101,027000,1
1260,1198,78,1081,2,20,0,17,62,42,101,027000,2
662,633,53,422,4,124,0,30,29,42,101,027100,1
672,656,38,405,1,189,1,22,16,42,101,027100,2
566,541,12,337,6,157,0,29,25,42,101,027100,3
677,660,32,586,0,29,0,13,17,42,101,027200,1
1482,1436,61,1216,4,43,0,112,46,42,101,027200,2
1215,1159,86,820,4,172,0,77,56,42,101,027200,3
689,640,39,362,2,161,0,76,49,42,101,027300,1
1179,1104,83,669,0,203,0,149,75,42,101,027300,2
1084,1016,617,244,4,28,0,123,68,42,101,032900,1
980,916,410,383,3,33,0,87,64,42,101,032900,2
1314,1216,721,260,8,70,0,157,98,42,101,032900,3
556,497,340,78,5,24,0,50,59,42,101,033000,1
563,535,339,106,2,33,0,55,28,42,101,033000,2
823,761,445,168,9,49,1,89,62,42,101,033000,3
1355,1244,506,488,11,54,2,183,111,42,101,033000,4
1064,990,518,261,4,42,5,160,74,42,101,033000,5
877,852,32,798,5,8,0,9,25,42,101,015101,2
526,504,56,441,2,5,0,0,22,42,101,014900,5
563,537,63,465,1,3,0,5,26,42,101,014900,6
756,737,39,676,2,6,0,14,19,42,101,015101,1
1143,1086,20,1043,3,7,0,13,57,42,101,015102,1
555,535,17,484,4,6,0,24,20,42,101,015102,2
1426,1382,32,1304,4,8,0,34,44,42,101,015102,3
1620,1561,104,1371,9,25,0,52,59,42,101,015200,1
932,891,42,815,1,10,0,23,41,42,101,015200,2
1090,1048,9,1002,4,7,0,26,42,42,101,015200,3
2606,2563,1413,639,6,328,40,137,43,42,101,015300,1
885,835,335,432,4,27,0,37,50,42,101,015300,2
885,849,333,427,1,53,0,35,36,42,101,015300,3
2668,2499,1423,856,12,134,1,73,169,42,101,015300,4
859,793,391,192,14,37,1,158,66,42,101,015600,1
688,554,172,146,13,13,0,210,134,42,101,015600,2
794,733,429,150,2,43,1,108,61,42,101,033000,6
592,541,291,119,4,21,3,103,51,42,101,033000,7
2289,2108,1528,234,3,158,0,185,181,42,101,033101,1
1605,1504,896,216,3,214,0,175,101,42,101,033101,2
863,808,559,168,1,23,0,57,55,42,101,033102,1
865,786,543,114,4,27,0,98,79,42,101,033102,2
603,538,381,55,2,26,0,74,65,42,101,033102,3
1092,1037,862,72,5,42,0,56,55,42,101,033102,4
1353,1260,587,81,0,442,0,150,93,42,101,033200,1
977,924,458,99,3,239,0,125,53,42,101,033200,2
1420,1363,1001,207,0,84,0,71,57,42,101,033300,1
1241,1199,921,99,0,110,0,69,42,42,101,033300,2
1045,998,605,157,9,141,1,85,47,42,101,033300,3
772,726,382,64,0,214,1,65,46,42,101,033400,1
1331,1218,648,163,1,297,1,108,113,42,101,033400,2
801,732,450,105,8,131,0,38,69,42,101,033400,3
1423,1300,510,297,0,347,0,146,123,42,101,033400,4
1069,952,444,136,2,266,1,103,117,42,101,033500,1
1561,1420,660,208,2,384,1,165,141,42,101,033500,2
646,586,268,76,6,175,0,61,60,42,101,033500,3
1252,1139,648,200,0,199,0,92,113,42,101,033600,1
1741,1558,1023,183,3,200,0,149,183,42,101,033600,2
2043,1862,1084,292,9,238,0,239,181,42,101,033600,3
1133,1028,657,133,1,162,0,75,105,42,101,033600,4
1554,1419,849,263,7,206,0,94,135,42,101,033701,1
592,491,271,60,4,30,0,126,101,42,101,015700,1
750,635,357,61,4,19,0,194,115,42,101,015700,2
1147,1043,785,70,6,59,0,123,104,42,101,015700,3
1188,1116,1000,36,1,45,1,33,72,42,101,015800,1
803,754,704,15,4,20,0,11,49,42,101,015800,2
1031,973,885,11,0,67,0,10,58,42,101,015800,3
630,599,522,15,1,45,0,16,31,42,101,015800,4
1177,1089,1001,37,2,32,1,16,88,42,101,015800,5
851,812,768,8,0,29,0,7,39,42,101,015800,6
1472,1387,1282,32,0,45,0,28,85,42,101,016001,1
813,765,685,26,0,42,0,12,48,42,101,016001,2
550,517,448,21,0,27,1,20,33,42,101,016002,1
854,804,713,22,4,46,1,18,50,42,101,016002,2
334,307,227,29,0,43,0,8,27,42,101,012502,3
808,727,348,179,1,157,7,35,81,42,101,012501,4
925,862,662,35,6,137,0,22,63,42,101,012502,1
1960,1822,1124,343,0,308,0,47,138,42,101,012502,2
704,671,426,103,1,129,0,12,33,42,101,012502,4
942,873,676,34,1,148,0,14,69,42,101,012502,5
814,764,233,424,0,84,0,23,50,42,101,013100,1
500,468,189,235,0,28,0,16,32,42,101,013100,2
930,886,40,806,3,21,0,16,44,42,101,013200,1
127,110,70,29,0,8,0,3,17,42,101,013200,2
955,880,409,204,5,229,0,33,75,42,101,013200,3
585,558,98,370,3,63,0,24,27,42,101,013200,4
1795,1648,962,499,12,138,0,37,147,42,101,013300,1
994,929,699,114,2,91,0,23,65,42,101,013300,2
862,764,529,104,2,70,0,59,98,42,101,013300,3
1247,1221,1137,49,0,34,0,1,26,42,101,013401,1
1482,1377,1197,56,1,110,3,10,105,42,101,013401,2
989,908,729,83,4,51,0,41,81,42,101,013402,1
645,583,407,111,2,26,0,37,62,42,101,013402,2
1609,1521,1223,116,1,142,0,39,88,42,101,013402,3
588,560,351,158,4,15,0,32,28,42,101,013500,1
1836,1709,1117,433,6,95,0,58,127,42,101,013500,2
1126,1057,955,40,0,42,0,20,69,42,101,013500,3
1115,1060,1000,7,0,47,0,6,55,42,101,013601,1
1461,1364,1161,69,1,105,0,28,97,42,101,013601,2
650,619,555,21,2,34,0,7,31,42,101,013602,1
1106,1062,913,77,3,56,2,11,44,42,101,013602,2
904,860,696,73,1,49,0,41,44,42,101,013602,3
610,559,505,22,3,21,1,7,51,42,101,013602,4
652,601,225,314,0,53,0,9,51,42,101,013701,1
1222,1139,693,337,1,87,0,21,83,42,101,013701,2
645,614,257,324,0,12,0,21,31,42,101,013702,1
512,478,144,257,6,55,0,16,34,42,101,003100,3
818,767,354,245,7,97,0,64,51,42,101,003002,4
1180,1096,572,391,4,84,0,45,84,42,101,003100,1
501,474,184,231,1,47,0,11,27,42,101,003100,2
761,713,221,413,2,44,0,33,48,42,101,003100,4
809,780,345,355,2,58,0,20,29,42,101,003100,5
579,537,182,320,0,27,0,8,42,42,101,003100,6
676,649,282,308,5,41,0,13,27,42,101,003200,1
464,424,130,250,1,22,0,21,40,42,101,003200,2
803,760,128,571,3,28,0,30,43,42,101,003200,3
732,692,181,454,4,23,0,30,40,42,101,003200,4
382,371,53,293,1,10,0,14,11,42,101,003200,5
617,587,166,341,4,21,0,55,30,42,101,003200,6
1364,1297,421,691,8,116,0,61,67,42,101,003300,1
492,477,103,315,4,26,0,29,15,42,101,003300,2
544,513,158,297,5,29,0,24,31,42,101,003300,3
926,885,289,439,24,116,0,17,41,42,101,003300,4
774,726,397,271,7,43,0,8,48,42,101,003300,5
680,653,78,519,0,28,2,26,27,42,101,003300,6
1526,1481,497,405,0,550,0,29,45,42,101,003600,1
741,715,153,342,0,187,1,32,26,42,101,003600,2
1582,1507,279,1011,12,157,2,46,75,42,101,003600,3
922,893,128,546,3,170,0,46,29,42,101,003600,4
914,872,325,329,5,181,2,30,42,42,101,003701,1
823,785,234,286,0,221,0,44,38,42,101,003701,2
956,918,247,530,7,98,0,36,38,42,101,003701,3
957,899,161,537,3,153,2,43,58,42,101,003701,4
1201,1152,217,767,10,92,1,65,49,42,101,003701,5
534,497,413,28,0,45,0,11,37,42,101,000102,4
1300,1219,1032,57,3,100,1,26,81,42,101,000102,1
16,13,11,2,0,0,0,0,3,42,101,000102,2
854,828,716,30,2,74,0,6,26,42,101,000102,3
622,588,495,20,1,52,0,20,34,42,101,000102,5
1899,1819,374,65,1,1359,0,20,80,42,101,000200,1
548,526,273,37,1,206,0,9,22,42,101,000200,2
461,441,112,127,2,194,0,6,20,42,101,000200,3
33,32,22,8,0,0,0,2,1,42,101,000200,4
1232,1166,971,66,0,111,1,17,66,42,101,000300,1
191,177,126,11,0,37,0,3,14,42,101,000300,2
1058,995,762,55,0,157,1,20,63,42,101,000300,3
715,650,466,54,0,100,0,30,65,42,101,000300,4
984,951,639,113,0,193,1,5,33,42,101,000300,5
1233,1153,865,85,2,184,0,17,80,42,101,000401,1
736,690,425,90,0,153,0,22,46,42,101,000401,2
1003,939,439,71,3,420,0,6,64,42,101,000401,3
19,12,11,0,1,0,0,0,7,42,101,000403,1
1075,1019,775,70,2,166,0,6,56,42,101,000403,2
1027,983,842,26,4,100,0,11,44,42,101,000404,1
1995,1911,1627,70,0,206,0,8,84,42,101,000404,2
691,653,503,23,0,109,0,18,38,42,101,000404,3
787,760,440,179,1,122,0,18,27,42,101,000500,1
33,33,12,20,1,0,0,0,0,42,101,000500,2
1023,960,647,48,3,242,0,20,63,42,101,000500,3
1646,1610,721,606,3,274,0,6,36,42,101,000500,4
1128,1051,784,57,3,173,0,34,77,42,101,000600,1
1125,1007,789,51,0,145,0,22,118,42,101,000600,2
1251,1201,437,314,2,413,0,35,50,42,101,003702,1
1125,1078,361,522,3,137,0,55,47,42,101,003702,2
501,475,118,248,0,82,0,27,26,42,101,003702,3
785,760,721,9,0,13,1,16,25,42,101,003800,1
764,741,620,22,0,80,0,19,23,42,101,003800,2
772,751,668,7,0,71,0,5,21,42,101,003800,3
9,9,8,1,0,0,0,0,0,42,101,003800,4
849,822,751,19,0,44,0,8,27,42,101,003800,5
1250,1180,691,127,3,299,0,60,70,42,101,003901,1
1116,1066,901,33,4,99,0,29,50,42,101,003901,2
1426,1313,286,655,14,30,0,328,113,42,101,030200,2
1015,904,252,475,18,41,1,117,111,42,101,030200,3
1695,1542,313,804,4,34,1,386,153,42,101,030200,4
1135,978,205,518,1,122,0,132,157,42,101,030501,1
1239,1106,153,638,5,109,0,201,133,42,101,030501,2
1586,1399,159,907,1,107,2,223,187,42,101,030501,3
900,843,156,468,1,55,0,163,57,42,101,030502,1
984,909,142,561,8,57,0,141,75,42,101,030502,2
773,728,174,407,8,53,0,86,45,42,101,030502,3
1072,985,121,595,7,110,2,150,87,42,101,030502,4
549,503,126,217,2,55,4,99,46,42,101,030502,5
1123,1036,318,504,4,47,0,163,87,42,101,030600,1
1493,1369,727,384,9,111,5,133,124,42,101,030600,2
1470,1352,562,504,0,94,2,190,118,42,101,030600,3
1493,1287,373,571,6,119,2,216,206,42,101,030600,4
997,934,448,339,0,46,0,101,63,42,101,030700,1
573,503,201,165,7,39,0,91,70,42,101,030700,2
1382,1296,500,552,4,90,0,150,86,42,101,030700,3
634,588,278,125,5,116,0,64,46,42,101,030800,1
794,719,411,148,6,59,1,94,75,42,101,030800,2
1409,1269,445,350,5,321,0,148,140,42,101,030800,3
1071,989,408,275,1,218,2,85,82,42,101,030800,4
1306,1194,288,453,0,269,0,184,112,42,101,030900,1
736,643,122,336,0,80,0,105,93,42,101,030900,2
991,885,210,357,0,164,0,154,106,42,101,030900,3
1128,1009,308,236,8,227,6,224,119,42,101,031000,1
1590,1451,324,435,20,443,10,219,139,42,101,031000,2
1014,929,350,168,11,225,3,172,85,42,101,031000,3
1696,1571,513,332,12,537,6,171,125,42,101,031000,4
933,813,164,346,13,131,0,159,120,42,101,031101,1
560,510,112,232,4,56,0,106,50,42,101,031101,2
652,609,495,30,2,79,1,2,43,42,101,000701,1
830,792,641,74,0,68,0,9,38,42,101,000701,2
1156,1088,775,47,5,244,0,17,68,42,101,000701,3
684,662,553,30,0,66,0,13,22,42,101,000702,1
1259,1170,756,58,1,325,1,29,89,42,101,000702,2
620,590,14,546,2,8,0,20,30,42,101,028100,3
1051,1017,12,966,4,6,1,28,34,42,101,028000,4
1313,1276,57,1159,1,23,1,35,37,42,101,028100,1
713,680,12,644,6,5,0,13,33,42,101,028100,2
1005,963,42,857,3,4,0,57,42,42,101,028200,1
1158,1126,69,920,3,103,0,31,32,42,101,028200,2
1492,1457,57,1235,2,125,0,38,35,42,101,028200,3
559,530,12,440,1,53,2,22,29,42,101,028300,1
543,525,25,482,0,5,2,11,18,42,101,028300,2
676,654,43,535,1,30,0,45,22,42,101,028300,3
1215,1144,31,988,4,23,3,95,71,42,101,028300,4
671,649,22,535,1,54,1,36,22,42,101,028300,5
559,540,13,491,0,27,0,9,19,42,101,028300,6
579,556,27,346,0,154,0,29,23,42,101,028300,7
859,814,30,699,10,12,0,63,45,42,101,028400,1
689,654,19,521,9,11,0,94,35,42,101,028400,2
721,676,21,532,3,1,0,119,45,42,101,028400,3
510,458,50,228,3,10,0,167,52,42,101,028400,4
1691,1563,96,800,10,218,0,439,128,42,101,028500,1
1166,1055,94,477,13,169,1,301,111,42,101,028600,1
1059,961,54,588,7,52,1,259,98,42,101,028600,2
1727,1564,142,845,20,87,1,469,163,42,101,028600,3
740,666,42,331,5,120,1,167,74,42,101,028600,4
1001,825,101,249,15,20,0,440,176,42,101,028700,1
720,602,94,140,11,9,0,348,118,42,101,028700,2
1182,1037,135,321,15,135,4,427,145,42,101,028800,1
563,493,80,105,4,69,1,234,70,42,101,028800,2
1263,1060,196,288,21,20,4,531,203,42,101,028800,3
1044,899,123,264,15,108,1,388,145,42,101,028901,1
626,526,80,127,15,16,2,286,100,42,101,028901,2
1110,961,157,249,9,25,0,521,149,42,101,028901,3
795,698,170,196,11,8,3,310,97,42,101,028902,1
1020,930,165,240,4,110,2,409,90,42,101,028902,2
1099,988,120,355,9,79,1,424,111,42,101,028902,3
883,753,96,212,5,103,2,335,130,42,101,028902,4
555,487,47,174,5,58,0,203,68,42,101,028902,5
1155,1053,415,212,5,184,0,237,102,42,101,031700,4
1025,939,327,301,6,99,0,206,86,42,101,031700,1
1263,1142,413,253,16,162,3,295,121,42,101,031700,2
525,475,177,131,2,62,1,102,50,42,101,031700,3
869,777,345,199,10,48,0,175,92,42,101,031700,5
1047,954,255,358,13,104,0,224,93,42,101,031800,1
843,741,191,293,8,41,0,208,102,42,101,031800,2
531,469,99,205,6,38,0,121,62,42,101,031800,3
613,543,110,307,1,11,0,114,70,42,101,031800,4
871,803,309,264,13,50,1,166,68,42,101,031900,1
807,752,381,235,4,19,0,113,55,42,101,031900,2
651,601,261,128,6,20,0,186,50,42,101,031900,3
556,519,241,164,0,16,0,98,37,42,101,031900,4
843,754,259,323,5,21,2,144,89,42,101,031900,5
668,625,352,118,1,31,0,123,43,42,101,032000,1
755,718,354,188,0,30,0,146,37,42,101,032000,2
770,680,387,154,5,27,1,106,90,42,101,032000,3
696,633,288,161,2,30,0,152,63,42,101,032000,4
833,742,387,190,2,25,0,138,91,42,101,032000,5
822,750,404,181,5,33,0,127,72,42,101,032000,6
773,702,352,216,3,32,0,99,71,42,101,032000,7
1070,974,467,290,9,34,0,174,96,42,101,032100,1
802,741,364,192,10,31,0,144,61,42,101,032100,2
1049,966,472,281,2,41,1,169,83,42,101,032100,3
534,480,234,117,3,16,0,110,54,42,101,032300,1
1067,964,405,347,5,31,0,176,103,42,101,032300,2
1350,1257,619,406,7,20,0,205,93,42,101,032300,3
884,821,526,146,7,35,0,107,63,42,101,032500,1
1883,1736,869,508,7,58,3,291,147,42,101,032500,2
1830,1723,983,502,11,33,0,194,107,42,101,032500,3
2142,1972,1014,520,4,138,1,295,170,42,101,032600,1
2071,1942,1092,381,4,152,1,312,129,42,101,032600,2
1405,1269,821,246,6,28,0,168,136,42,101,032600,3
1194,1173,9,1145,2,4,0,13,21,42,101,016902,3
909,872,23,830,0,1,2,16,37,42,101,016901,3
937,920,11,885,3,6,4,11,17,42,101,016902,1
627,581,18,551,1,2,2,7,46,42,101,016902,2
1023,986,17,957,0,1,0,11,37,42,101,016902,4
1210,1158,426,643,0,67,3,19,52,42,101,017000,1
349,332,2,326,0,4,0,0,17,42,101,017000,2
1097,1050,334,654,1,47,0,14,47,42,101,017000,3
546,534,18,498,0,0,0,18,12,42,101,017100,1
637,624,4,613,2,1,0,4,13,42,101,017100,2
1143,1104,13,1057,3,10,3,18,39,42,101,017100,3
574,556,10,545,0,1,0,0,18,42,101,017100,4
694,667,7,652,3,0,0,5,27,42,101,017201,1
747,730,13,701,1,2,0,13,17,42,101,017201,2
794,771,17,738,2,7,0,7,23,42,101,017201,3
837,817,11,790,0,3,0,13,20,42,101,017202,1
711,693,24,662,1,0,0,6,18,42,101,017202,2
558,542,3,522,1,1,0,15,16,42,101,017202,3
719,688,11,663,1,2,0,11,31,42,101,017202,4
810,790,20,752,0,4,0,14,20,42,101,017300,1
437,417,9,384,0,10,0,14,20,42,101,017300,2
911,878,9,847,1,5,0,16,33,42,101,017300,3
879,831,23,717,1,5,0,85,48,42,101,017400,1
829,798,20,725,8,12,0,33,31,42,101,017400,2
1141,1020,114,402,23,7,0,474,121,42,101,017500,1
709,614,86,125,1,8,2,392,95,42,101,017500,2
613,546,63,245,14,10,2,212,67,42,101,017500,3
556,485,46,153,2,7,0,277,71,42,101,017500,4
988,873,106,293,7,14,0,453,115,42,101,017500,5
833,724,92,205,18,13,1,395,109,42,101,017500,6
1535,1281,207,171,21,12,10,860,254,42,101,017601,1
1152,1031,156,136,10,16,2,711,121,42,101,017601,2
1002,877,171,98,17,7,2,582,125,42,101,017601,3
1065,951,179,169,8,16,1,578,114,42,101,017602,1
530,465,75,86,0,5,0,299,65,42,101,017602,2
991,837,134,182,10,7,4,500,154,42,101,017602,3
1248,1159,979,36,0,133,0,11,89,42,101,000803,2
464,418,345,12,0,49,0,12,46,42,101,000801,1
1111,1069,929,40,4,91,0,5,42,42,101,000801,2
831,769,641,26,2,82,1,17,62,42,101,000803,1
878,844,737,16,0,83,0,8,34,42,101,000803,3
1325,1297,1121,29,0,109,0,38,28,42,101,000803,4
1838,1738,1433,53,1,185,0,66,100,42,101,000805,1
644,593,449,48,0,87,0,9,51,42,101,000805,2
1409,1331,1120,52,3,132,0,24,78,42,101,000806,1
1149,1072,896,37,0,121,0,18,77,42,101,000806,2
1184,1124,778,192,2,129,0,23,60,42,101,000901,1
1142,1063,796,104,0,134,0,29,79,42,101,000901,2
1395,1341,833,63,3,424,0,18,54,42,101,000902,1
1327,1262,935,81,2,232,0,12,65,42,101,000902,2
1009,953,808,48,3,70,0,24,56,42,101,001001,1
0,0,0,0,0,0,0,0,0,42,101,001001,2
1728,1681,1555,25,1,98,0,2,47,42,101,001001,3
2064,1995,1781,104,3,94,0,13,69,42,101,001002,1
606,576,530,9,0,26,0,11,30,42,101,001002,2
245,244,123,113,1,3,0,4,1,42,101,001002,3
1330,1260,1106,38,0,105,0,11,70,42,101,001002,4
1148,1084,626,340,6,79,0,33,64,42,101,001101,1
1086,1024,800,95,2,109,0,18,62,42,101,001101,2
1036,940,776,46,2,89,0,27,96,42,101,001101,3
756,714,542,101,0,48,0,23,42,42,101,001101,4
1602,1502,1298,53,0,128,2,21,100,42,101,001102,1
474,445,359,24,0,48,1,13,29,42,101,001102,2
473,445,380,20,0,42,0,3,28,42,101,001102,3
716,652,573,5,1,56,0,17,64,42,101,001201,1
969,924,836,23,1,49,0,15,45,42,101,001201,2
905,840,703,30,2,94,0,11,65,42,101,001201,3
814,742,668,12,0,57,0,5,72,42,101,001201,4
457,434,70,333,0,12,0,19,23,42,101,013800,1
1168,1083,527,483,4,43,2,24,85,42,101,013702,2
873,840,65,715,9,35,0,16,33,42,101,014800,1
516,498,19,452,4,3,0,20,18,42,101,014900,1
368,356,31,310,0,7,0,8,12,42,101,014900,2
458,440,28,380,0,17,0,15,18,42,101,014900,3
512,498,41,437,5,3,0,12,14,42,101,014900,4
669,623,533,22,0,37,0,31,46,42,101,002400,1
968,917,464,351,3,69,0,30,51,42,101,002200,3
971,914,644,59,8,116,0,87,57,42,101,002300,1
1611,1498,1147,56,6,217,0,72,113,42,101,002300,2
1199,1112,713,53,6,241,0,99,87,42,101,002400,2
1245,1147,849,43,8,193,0,54,98,42,101,002400,3
638,589,346,18,6,167,1,51,49,42,101,002400,4
1022,952,614,176,8,98,0,56,70,42,101,002400,5
1090,1011,610,263,0,108,0,30,79,42,101,002500,1
761,719,627,28,2,42,0,20,42,42,101,002500,2
646,611,370,104,1,100,1,35,35,42,101,002500,3
968,898,428,326,5,94,1,44,70,42,101,002500,4
1828,1700,868,220,17,335,0,260,128,42,101,002701,1
1628,1515,819,213,20,322,1,140,113,42,101,002701,2
1872,1789,1628,39,3,85,0,34,83,42,101,002702,1
1714,1624,1429,69,5,90,0,31,90,42,101,002702,2
1737,1635,823,81,12,423,1,295,102,42,101,002801,1
1733,1583,719,83,21,426,0,334,150,42,101,002801,2
799,767,186,560,3,9,0,9,32,42,101,013702,3
782,714,459,209,2,24,1,19,68,42,101,013702,4
1309,1210,455,704,1,35,0,15,99,42,101,013800,2
313,308,5,293,2,0,0,8,5,42,101,013900,1
896,846,96,689,8,16,0,37,50,42,101,013900,2
804,778,417,274,1,43,0,43,26,42,101,013900,3
2028,1889,928,689,2,199,3,68,139,42,101,014000,1
719,646,218,363,1,30,0,34,73,42,101,014000,2
1970,1858,697,757,0,357,0,47,112,42,101,014000,3
1925,1811,742,643,3,174,1,248,114,42,101,014100,1
705,668,38,575,4,36,1,14,37,42,101,014100,2
1368,1273,1030,102,0,86,3,52,95,42,101,014201,1
1770,1645,1381,94,2,116,2,50,125,42,101,014201,2
1394,1279,1079,78,4,84,0,34,115,42,101,014202,1
81,75,55,9,0,4,0,7,6,42,101,014202,2
695,680,454,39,1,172,2,12,15,42,101,014202,3
326,294,253,8,0,31,0,2,32,42,101,014300,1
1394,1312,1172,44,1,77,0,18,82,42,101,014300,2
770,676,420,77,6,51,0,122,94,42,101,014400,1
1139,1003,617,245,5,42,0,94,136,42,101,014400,2
1751,1606,1285,100,6,145,0,70,145,42,101,014400,3
852,795,597,79,0,64,0,55,57,42,101,014400,4
1496,1431,480,672,12,178,1,88,65,42,101,014500,1
790,704,207,326,0,81,0,90,86,42,101,014500,2
