P10_001N,P10_002N,P10_003N,P10_004N,P10_005N,P10_006N,P10_007N,P10_008N,P10_009N,state,county,tract,block group
2421,2287,870,1058,6,252,2,99,134,42,101,014600,1
4657,4587,2043,1266,5,852,85,336,70,42,101,014600,2
1166,1119,401,614,1,80,0,23,47,42,101,014700,1
2934,2755,1332,825,1,456,29,112,179,42,101,014700,2
1547,1494,1068,33,11,260,1,121,53,42,101,002802,1
1418,1366,1206,15,20,101,1,23,52,42,101,002802,2
1559,1455,1001,24,12,300,0,118,104,42,101,002802,3
1299,1223,1092,29,2,80,0,20,76,42,101,002900,1
702,646,558,16,2,53,0,17,56,42,101,002900,2
1747,1663,1483,35,2,101,0,42,84,42,101,002900,3
596,575,215,35,5,293,0,27,21,42,101,003001,1
656,640,337,35,1,235,0,32,16,42,101,003001,2
865,824,302,97,7,373,0,45,41,42,101,003001,3
862,833,231,199,0,372,0,31,29,42,101,003001,4
501,470,176,112,2,159,0,21,31,42,101,003001,5
815,751,391,220,6,86,0,48,64,42,101,003002,1
731,692,315,316,3,33,0,25,39,42,101,003002,2
754,691,403,229,6,41,0,12,63,42,101,003002,3
723,677,566,76,2,30,0,3,46,42,101,025700,1
876,842,431,390,0,14,0,7,34,42,101,025600,1
617,581,292,260,2,16,1,10,36,42,101,025600,2
728,680,406,243,2,13,0,16,48,42,101,025600,3
599,554,478,49,3,8,1,15,45,42,101,025700,2
642,607,181,364,0,53,0,9,35,42,101,025700,3
1049,993,384,521,4,64,0,20,56,42,101,025700,4
1420,1357,56,1266,4,10,0,21,63,42,101,025800,1
606,594,15,560,6,5,0,8,12,42,101,025900,1
612,597,6,573,3,0,0,15,15,42,101,025900,2
660,644,16,610,1,0,0,17,16,42,101,025900,3
712,690,17,665,1,1,0,6,22,42,101,025900,4
1247,1194,18,1147,1,3,0,25,53,42,101,025900,5
662,627,8,603,2,8,0,6,35,42,101,026000,1
671,647,14,629,0,0,0,4,24,42,101,026000,2
972,947,14,908,2,15,0,8,25,42,101,026000,3
909,878,26,840,5,3,0,4,31,42,101,026100,1
563,551,15,516,5,7,0,8,12,42,101,026100,2
1115,1077,17,1044,5,5,0,6,38,42,101,026100,3
548,531,7,506,3,1,0,14,17,42,101,026200,1
734,710,9,689,4,6,0,2,24,42,101,026200,2
962,947,16,921,0,0,0,10,15,42,101,026200,3
1121,1078,21,1040,0,2,0,15,43,42,101,026200,4
960,937,21,899,0,0,0,17,23,42,101,026301,1
702,683,8,665,3,0,0,7,19,42,101,026301,2
754,739,14,716,0,3,0,6,15,42,101,026301,3
595,592,9,561,3,6,0,13,3,42,101,026301,4
1128,1091,13,1061,4,4,0,9,37,42,101,026302,1
1075,1049,12,998,8,16,1,14,26,42,101,026302,2
591,579,19,531,2,7,1,19,12,42,101,026302,3
1491,1441,11,1396,5,9,0,20,50,42,101,026302,4
1810,1749,11,1713,7,3,0,15,61,42,101,026400,1
1024,984,12,960,3,4,0,5,40,42,101,026400,2
1379,1340,15,1311,1,3,0,10,39,42,101,026400,3
2456,2269,1765,148,6,181,3,166,187,42,101,016100,1
617,592,538,27,1,14,0,12,25,42,101,016002,3
838,781,704,22,0,34,1,20,57,42,101,016002,4
823,775,709,11,0,34,0,21,48,42,101,016002,5
676,651,537,49,2,27,0,36,25,42,101,016100,2
829,764,425,63,1,175,1,99,65,42,101,016100,3
1685,1551,925,144,1,301,0,180,134,42,101,016100,4
612,488,88,177,9,10,0,204,124,42,101,016200,1
924,745,256,110,8,25,0,346,179,42,101,016200,2
638,538,111,88,8,5,0,326,100,42,101,016300,1
714,602,161,101,9,25,1,305,112,42,101,016300,2
1067,935,170,230,13,159,1,362,132,42,101,016300,3
821,692,107,233,13,4,1,334,129,42,101,016400,1
428,340,49,128,0,11,2,150,88,42,101,016400,2
1024,910,67,453,22,14,3,351,114,42,101,016400,3
732,644,60,319,5,3,1,256,88,42,101,016400,4
918,856,50,704,9,14,0,79,62,42,101,016500,1
852,823,14,742,0,3,0,64,29,42,101,016500,2
1001,937,158,702,3,43,0,31,64,42,101,016600,1
539,512,148,277,4,57,2,24,27,42,101,016600,2
629,600,11,577,0,1,0,11,29,42,101,016701,1
500,485,24,440,2,0,0,19,15,42,101,016701,2
940,917,50,844,1,5,0,17,23,42,101,016701,3
435,431,6,406,1,3,0,15,4,42,101,016702,1
536,518,12,482,1,10,0,13,18,42,101,016702,2
657,631,51,547,3,20,0,10,26,42,101,016702,3
575,557,80,428,2,17,0,30,18,42,101,016702,4
1180,1149,17,1111,0,3,0,18,31,42,101,016800,1
929,883,15,828,11,9,0,20,46,42,101,016800,2
535,503,23,469,3,0,0,8,32,42,101,016800,3
834,819,33,765,0,6,1,14,15,42,101,016901,1
644,638,9,610,9,1,2,7,6,42,101,016901,2
996,938,41,878,2,4,5,8,58,42,101,024400,3
1524,1471,127,1282,4,27,0,31,53,42,101,024500,1
1626,1555,100,1409,2,3,1,40,71,42,101,024500,2
624,592,91,479,3,3,1,15,32,42,101,024600,1
869,839,28,767,2,5,2,35,30,42,101,024600,2
665,653,50,577,1,15,0,10,12,42,101,024600,3
1196,1126,155,940,6,7,0,18,70,42,101,024700,1
1192,1143,60,1028,7,9,0,39,49,42,101,024700,2
921,893,23,833,2,5,0,30,28,42,101,024700,3
577,549,11,533,2,1,0,2,28,42,101,024800,1
844,801,23,766,1,1,0,10,43,42,101,024800,2
643,614,49,523,5,31,0,6,29,42,101,010600,2
1349,1304,43,1217,4,24,3,13,45,42,101,010500,2
486,467,36,380,2,35,0,14,19,42,101,010600,1
914,866,93,729,5,29,0,10,48,42,101,010700,1
740,710,42,657,3,6,0,2,30,42,101,010700,2
929,882,44,821,1,6,0,10,47,42,101,010700,3
1210,1158,247,819,1,62,6,23,52,42,101,010800,1
981,925,199,616,2,91,0,17,56,42,101,010800,2
863,829,63,732,2,19,0,13,34,42,101,010800,3
788,751,172,518,7,46,0,8,37,42,101,010900,1
534,510,175,288,0,39,0,8,24,42,101,010900,2
823,779,294,361,0,109,0,15,44,42,101,010900,3
417,390,33,347,1,4,0,5,27,42,101,011000,1
618,599,50,540,0,3,1,5,19,42,101,011000,2
704,673,44,599,0,6,3,21,31,42,101,011000,3
909,879,38,819,3,0,0,19,30,42,101,011000,4
359,353,1,349,0,0,0,3,6,42,101,011100,1
805,784,7,760,0,3,0,14,21,42,101,011100,2
610,587,40,535,3,1,0,8,23,42,101,011100,3
751,729,83,626,7,7,0,6,22,42,101,025400,3
1108,1039,164,850,2,13,0,10,69,42,101,025400,4
567,547,245,271,3,18,0,10,20,42,101,025500,1
975,919,306,581,3,14,1,14,56,42,101,025500,2
628,587,314,251,2,13,0,7,41,42,101,025500,3
862,839,9,796,9,8,0,17,23,42,101,024900,1
448,436,6,420,2,2,0,6,12,42,101,024900,2
496,485,11,463,3,2,0,6,11,42,101,024900,3
653,621,32,573,3,1,0,12,32,42,101,024900,4
703,666,40,605,0,4,0,17,37,42,101,025200,1
597,580,68,485,11,4,0,12,17,42,101,025200,2
689,647,42,586,6,0,0,13,42,42,101,025200,3
921,889,39,829,0,1,0,20,32,42,101,025200,4
688,648,39,588,0,4,1,16,40,42,101,025200,5
1081,1048,147,866,2,19,0,14,33,42,101,025200,6
837,807,40,738,8,3,3,15,30,42,101,025200,7
770,741,59,658,4,6,0,14,29,42,101,025300,1
580,547,69,460,1,9,1,7,33,42,101,025300,2
580,542,59,450,5,13,0,15,38,42,101,025300,3
558,528,99,409,3,12,0,5,30,42,101,025300,4
488,461,58,394,1,1,0,7,27,42,101,025300,5
610,586,17,540,2,17,0,10,24,42,101,025400,1
988,957,88,848,1,8,0,12,31,42,101,025400,2
952,931,11,891,5,7,0,17,21,42,101,011100,4
442,429,7,418,0,0,0,4,13,42,101,011200,1
558,545,3,538,1,0,0,3,13,42,101,011200,2
627,619,7,607,4,0,0,1,8,42,101,011200,3
679,645,2,618,3,9,0,13,34,42,101,011200,4
714,678,317,90,2,144,0,125,36,42,101,031502,2
1086,993,455,93,0,290,0,155,93,42,101,031502,3
720,672,336,46,0,186,0,104,48,42,101,031600,1
609,563,272,59,1,142,0,89,46,42,101,031600,2
517,487,140,194,1,45,0,107,30,42,101,031600,3
595,551,213,91,4,88,0,155,44,42,101,031600,4
718,672,325,69,0,157,0,121,46,42,101,031600,5
600,574,5,561,2,1,0,5,26,42,101,011200,5
578,562,14,537,2,1,0,8,16,42,101,011200,6
586,567,3,552,0,9,0,3,19,42,101,011200,7
840,821,3,814,0,1,0,3,19,42,101,011300,1
630,605,12,584,1,4,0,4,25,42,101,011300,2
746,727,9,703,1,0,1,13,19,42,101,011300,3
1013,966,54,880,6,10,0,16,47,42,101,011400,1
604,574,7,553,0,4,0,10,30,42,101,011400,2
630,619,8,605,0,2,0,4,11,42,101,011400,3
642,595,118,327,0,41,0,109,47,42,101,031102,2
1030,969,245,403,6,128,0,187,61,42,101,031101,3
1145,1040,155,474,7,160,0,244,105,42,101,031101,4
596,537,78,278,9,43,1,128,59,42,101,031102,1
848,788,136,360,2,80,0,210,60,42,101,031102,3
1165,1094,173,595,2,110,5,209,71,42,101,031102,4
844,757,126,413,0,78,0,140,87,42,101,031200,1
1527,1395,288,587,13,239,0,268,132,42,101,031200,2
1042,933,208,493,15,54,0,163,109,42,101,031200,3
1969,1688,505,431,18,444,0,290,281,42,101,031300,1
2041,1756,403,405,20,633,3,292,285,42,101,031300,2
1291,1103,238,354,13,253,3,242,188,42,101,031300,3
2088,1844,478,414,25,439,2,486,244,42,101,031401,1
1194,1020,283,160,8,396,0,173,174,42,101,031401,2
2009,1766,456,307,13,544,1,445,243,42,101,031401,3
1078,968,274,149,1,355,0,189,110,42,101,031402,1
1308,1181,206,197,0,563,0,215,127,42,101,031402,2
1999,1801,508,155,24,759,0,355,198,42,101,031402,3
1188,1109,572,101,2,260,2,172,79,42,101,031501,1
2674,2510,1333,232,10,593,3,339,164,42,101,031501,2
1443,1353,670,108,3,382,0,190,90,42,101,031501,3
1562,1442,645,150,4,371,0,272,120,42,101,031502,1
776,729,367,98,5,145,0,114,47,42,101,031600,6
936,866,398,89,0,227,0,152,70,42,101,031600,7
904,865,15,830,6,5,0,9,39,42,101,038900,2
824,808,39,742,1,10,2,14,16,42,101,038900,3
719,656,139,422,3,18,1,73,63,42,101,039001,1
852,785,106,459,8,31,1,180,67,42,101,039001,2
628,539,84,304,0,16,0,135,89,42,101,039001,3
571,549,93,313,2,30,6,105,22,42,101,039001,4
17,9,0,8,0,1,0,0,8,42,101,039002,1
959,823,137,460,0,51,1,174,136,42,101,039002,2
741,644,99,397,3,10,0,135,97,42,101,039002,3
1406,1248,202,794,1,66,0,185,158,42,101,039002,4
0,0,0,0,0,0,0,0,0,42,101,039100,1
677,653,15,625,0,0,0,13,24,42,101,039100,2
560,521,17,480,4,11,0,9,39,42,101,039100,3
469,460,19,418,3,1,0,19,9,42,101,039100,4
0,0,0,0,0,0,0,0,0,42,101,980001,1
0,0,0,0,0,0,0,0,0,42,101,980001,2
4,2,0,0,0,2,0,0,2,42,101,980002,1
0,0,0,0,0,0,0,0,0,42,101,980002,2
0,0,0,0,0,0,0,0,0,42,101,980003,1
17,16,0,16,0,0,0,0,1,42,101,980003,2
38,38,32,6,0,0,0,0,0,42,101,980100,1
323,318,283,32,2,1,0,0,5,42,101,980200,1
0,0,0,0,0,0,0,0,0,42,101,980300,1
0,0,0,0,0,0,0,0,0,42,101,980300,2
2,2,2,0,0,0,0,0,0,42,101,980300,3
0,0,0,0,0,0,0,0,0,42,101,980400,1
2,0,0,0,0,0,0,0,2,42,101,980500,1
0,0,0,0,0,0,0,0,0,42,101,980600,1
1536,1454,1122,51,0,254,0,27,82,42,101,035702,1
1763,1702,1185,169,3,304,0,41,61,42,101,035602,2
2262,2114,1307,91,11,645,1,59,148,42,101,035701,1
1992,1802,766,110,6,873,0,47,190,42,101,035701,2
2390,2238,1814,57,1,313,2,51,152,42,101,035702,2
1616,1534,1073,124,2,298,0,37,82,42,101,035800,1
1124,1068,832,63,4,122,4,43,56,42,101,035800,2
2347,2244,1707,75,7,409,0,46,103,42,101,035800,3
2177,2079,1637,73,5,308,0,56,98,42,101,035900,1
2326,2226,1610,94,3,426,2,91,100,42,101,035900,2
947,907,586,105,0,169,0,47,40,42,101,036000,1
1763,1701,898,144,3,625,0,31,62,42,101,036000,2
0,0,0,0,0,0,0,0,0,42,101,036000,3
777,721,341,276,1,31,0,72,56,42,101,036100,1
890,832,718,16,6,43,0,49,58,42,101,036100,2
1492,1402,1151,174,4,26,0,47,90,42,101,036100,3
1342,1273,989,191,8,22,0,63,69,42,101,036201,1
656,635,574,26,6,12,0,17,21,42,101,036201,2
1148,1103,959,57,4,38,0,45,45,42,101,036201,3
988,947,808,68,4,36,0,31,41,42,101,036201,4
1777,1710,1573,35,0,71,0,31,67,42,101,036202,1
1077,1025,728,172,1,81,0,43,52,42,101,036202,2
2021,1921,1594,198,4,73,0,52,100,42,101,036202,3
1217,1132,929,77,0,59,1,66,85,42,101,036203,1
859,831,670,64,0,67,0,30,28,42,101,036203,2
1962,1920,1796,17,2,71,2,32,42,42,101,036203,3
1658,1572,1232,86,6,170,0,78,86,42,101,036301,1
1332,1260,915,92,5,217,0,31,72,42,101,036301,2
1090,1001,639,268,0,34,0,60,89,42,101,036302,1
1654,1553,1135,201,7,97,0,113,101,42,101,036302,2
1725,1632,1400,78,5,80,5,64,93,42,101,036303,1
1110,1064,968,30,1,31,0,34,46,42,101,036303,2
1254,1199,1115,20,0,49,0,15,55,42,101,036303,3
1139,1088,1023,20,2,34,1,8,51,42,101,036303,4
941,906,736,122,2,31,0,15,35,42,101,036400,1
1844,1758,1430,148,4,113,0,63,86,42,101,036501,1
788,759,661,18,1,69,0,10,29,42,101,036501,2
954,896,482,340,0,54,0,20,58,42,101,007900,4
921,859,551,163,0,117,0,28,62,42,101,007900,1
1209,1109,755,195,2,135,0,22,100,42,101,007900,2
915,834,535,233,4,39,0,23,81,42,101,007900,3
905,842,339,451,5,28,0,19,63,42,101,008000,1
813,762,312,415,2,20,0,13,51,42,101,008000,2
609,580,93,457,3,14,0,13,29,42,101,008000,3
968,913,156,713,3,22,2,17,55,42,101,008000,4
790,768,66,684,3,3,0,12,22,42,101,008101,1
1223,1162,28,1085,0,11,0,38,61,42,101,008101,2
644,609,1,585,6,12,0,5,35,42,101,008102,1
654,638,49,573,0,8,0,8,16,42,101,008102,2
1068,1011,38,944,2,11,1,15,57,42,101,008102,3
1342,1296,37,1234,8,7,3,7,46,42,101,008102,4
757,739,10,706,10,8,0,5,18,42,101,008200,1
786,750,15,710,12,6,0,7,36,42,101,008200,2
859,824,18,786,2,3,0,15,35,42,101,008200,3
610,591,14,571,2,0,1,3,19,42,101,008200,4
563,546,17,506,5,3,0,15,17,42,101,008200,5
1097,1047,20,998,3,4,0,22,50,42,101,008200,6
706,675,11,648,3,1,0,12,31,42,101,008200,7
1034,996,55,897,5,21,2,16,38,42,101,008301,1
1494,1428,195,1164,3,44,0,22,66,42,101,008301,2
925,894,18,846,6,18,0,6,31,42,101,008301,3
725,710,7,666,2,11,0,24,15,42,101,008302,1
1515,1456,127,1248,3,53,0,25,59,42,101,008302,2
722,690,17,643,0,18,0,12,32,42,101,008302,3
802,766,21,726,1,3,4,11,36,42,101,008302,4
835,791,23,732,6,15,0,15,44,42,101,008400,1
606,592,36,532,0,14,0,10,14,42,101,008400,2
514,494,9,476,0,7,0,2,20,42,101,008400,3
589,566,5,527,5,22,0,7,23,42,101,008400,4
520,511,14,484,0,6,0,7,9,42,101,008400,5
451,435,6,403,3,17,1,5,16,42,101,008400,6
561,520,99,397,1,13,0,10,41,42,101,008500,1
743,710,142,550,0,10,0,8,33,42,101,008500,2
818,704,93,136,10,58,0,407,114,42,101,019800,4
1249,1112,81,614,7,11,1,398,137,42,101,019800,1
757,644,63,217,4,50,1,309,113,42,101,019800,2
695,635,36,257,0,13,0,329,60,42,101,019800,3
608,541,55,168,9,11,1,297,67,42,101,019800,5
686,559,85,105,14,6,0,349,127,42,101,019900,1
868,727,80,210,13,7,1,416,141,42,101,019900,2
857,765,46,620,5,0,0,94,92,42,101,019900,3
802,686,78,332,8,0,0,268,116,42,101,019900,4
397,373,15,332,5,6,0,15,24,42,101,020000,1
591,565,59,415,1,53,0,37,26,42,101,020000,2
1286,1233,62,1060,12,30,0,69,53,42,101,020101,1
509,496,48,395,1,29,0,23,13,42,101,020101,2
1023,972,44,888,7,11,0,22,51,42,101,020101,3
651,635,30,554,2,11,0,38,16,42,101,020102,1
497,489,14,456,5,5,0,9,8,42,101,020102,2
696,680,7,645,2,7,3,16,16,42,101,020102,3
803,778,15,741,0,0,1,21,25,42,101,020102,4
1449,1397,52,1298,13,2,0,32,52,42,101,020200,1
409,395,11,364,1,6,0,13,14,42,101,020200,2
1257,1232,41,1163,1,0,0,27,25,42,101,020200,3
750,713,28,668,3,0,0,14,37,42,101,020200,4
1062,995,52,856,5,8,0,74,67,42,101,020300,1
1107,1039,56,878,4,10,0,91,68,42,101,020300,2
476,463,6,448,2,2,0,5,13,42,101,020400,1
521,501,14,457,2,3,2,23,20,42,101,020400,2
657,624,11,586,0,9,0,18,33,42,101,020400,3
591,572,14,537,0,11,0,10,19,42,101,020400,4
559,528,35,463,3,3,0,24,31,42,101,020500,1
1538,1493,25,1376,3,53,0,36,45,42,101,020500,2
1796,1696,931,554,0,151,2,58,100,42,101,020600,1
21,10,8,2,0,0,0,0,11,42,101,000101,1
0,0,0,0,0,0,0,0,0,42,101,000101,2
0,0,0,0,0,0,0,0,0,42,101,000101,3
1297,1223,1014,72,4,120,0,13,74,42,101,000101,4
907,856,747,32,0,63,0,14,51,42,101,000101,5
485,445,29,302,0,92,0,22,40,42,101,006300,1
656,630,31,372,2,168,0,57,26,42,101,006300,2
616,594,35,469,0,73,0,17,22,42,101,006300,3
1069,1033,37,905,0,52,0,39,36,42,101,006300,4
967,940,41,767,4,104,0,24,27,42,101,006400,1
910,892,50,777,0,58,0,7,18,42,101,006400,2
1395,1355,73,1072,4,187,0,19,40,42,101,006400,3
1105,1053,10,1009,0,13,0,21,52,42,101,006500,1
966,951,33,884,7,16,0,11,15,42,101,006500,2
1536,1489,12,1433,5,16,0,23,47,42,101,006500,3
618,588,25,475,3,56,1,28,30,42,101,006600,1
906,860,67,546,0,202,1,44,46,42,101,006600,2
1175,1129,17,1053,1,31,1,26,46,42,101,006600,3
1015,996,79,829,2,64,0,22,19,42,101,006700,1
930,882,64,700,0,76,0,42,48,42,101,006700,2
2122,2056,207,1477,4,327,0,41,66,42,101,006700,3
1298,1247,65,1093,8,68,0,13,51,42,101,006700,4
704,655,285,276,0,79,0,15,49,42,101,020702,1
1096,1010,775,151,1,55,5,23,86,42,101,020701,1
1590,1492,1315,112,3,50,0,12,98,42,101,020701,2
759,708,71,581,3,36,0,17,51,42,101,005600,1
776,735,101,546,3,65,0,20,41,42,101,005500,2
734,709,49,606,0,38,0,16,25,42,101,005500,3
1332,1311,92,1130,1,67,0,21,21,42,101,005500,4
1806,1754,236,1394,7,86,0,31,52,42,101,006000,1
1136,1112,192,711,2,204,0,3,24,42,101,006000,2
558,546,28,478,0,23,0,17,12,42,101,006000,3
1005,987,94,793,1,83,0,16,18,42,101,006000,4
530,518,36,415,0,56,0,11,12,42,101,006000,5
1714,1659,158,1260,8,205,0,28,55,42,101,006100,1
794,777,101,592,0,77,3,4,17,42,101,006100,2
743,714,37,571,1,51,0,54,29,42,101,006200,1
710,691,48,604,0,24,0,15,19,42,101,006200,2
644,628,50,569,1,7,0,1,16,42,101,006200,3
1116,1090,70,894,2,97,0,27,26,42,101,006200,4
713,677,587,47,1,32,1,9,36,42,101,020701,3
1445,1379,1132,124,0,89,4,30,66,42,101,020702,2
779,745,397,273,1,41,0,33,34,42,101,020800,1
1577,1465,864,425,6,130,6,34,112,42,101,020800,2
577,558,491,48,0,16,0,3,19,42,101,020900,1
595,553,481,35,0,28,0,9,42,42,101,020900,2
660,622,533,44,5,23,0,17,38,42,101,020900,3
878,846,712,55,1,64,0,14,32,42,101,020900,4
964,917,821,61,2,22,0,11,47,42,101,021000,1
730,711,627,48,0,21,0,15,19,42,101,021000,2
887,843,750,44,0,36,0,13,44,42,101,021000,3
1494,1413,1232,79,2,69,0,31,81,42,101,021000,4
840,795,681,37,2,47,1,27,45,42,101,021000,5
1044,1000,819,87,1,61,0,32,44,42,101,021100,1
1197,1134,943,118,3,54,3,13,63,42,101,021100,2
1103,1029,812,156,0,52,0,9,74,42,101,021200,1
957,903,783,87,0,22,0,11,54,42,101,021200,2
590,561,490,46,0,12,0,13,29,42,101,021300,1
629,600,521,46,0,25,0,8,29,42,101,021300,2
589,552,501,24,0,12,0,15,37,42,101,021300,3
646,610,545,41,0,14,0,10,36,42,101,021300,4
659,619,568,32,0,16,0,3,40,42,101,021300,5
707,670,562,83,1,15,0,9,37,42,101,021400,1
622,587,511,34,1,31,0,10,35,42,101,021400,2
1061,1015,907,42,0,39,0,27,46,42,101,021400,3
945,886,787,56,1,25,0,17,59,42,101,021400,4
519,489,422,38,6,14,0,9,30,42,101,021400,5
1563,1466,1263,137,1,56,0,9,97,42,101,021500,1
2111,2009,1761,118,3,97,1,29,102,42,101,021500,2
829,779,624,76,4,57,0,18,50,42,101,021600,1
1142,1086,787,203,4,70,0,22,56,42,101,021600,2
1535,1482,1198,186,1,70,0,27,53,42,101,021700,1
1595,1515,1129,260,6,83,0,37,80,42,101,021700,2
938,888,51,502,5,258,0,72,50,42,101,027401,1
1576,1480,121,660,22,452,0,225,96,42,101,027300,3
1070,1006,53,642,5,225,0,81,64,42,101,027300,4
845,792,68,349,0,282,0,93,53,42,101,027401,2
698,676,52,441,5,110,0,68,22,42,101,027401,3
1076,1032,63,737,8,117,0,107,44,42,101,027402,1
2011,1891,158,1013,18,400,0,302,120,42,101,027402,2
1698,1588,147,1040,4,235,0,162,110,42,101,027402,3
1114,1067,96,773,1,118,0,79,47,42,101,027500,1
1026,979,107,623,7,170,0,72,47,42,101,027500,2
678,652,45,411,0,98,0,98,26,42,101,027500,3
622,600,50,466,0,48,0,36,22,42,101,027500,4
951,928,42,813,7,12,0,54,23,42,101,027600,1
454,436,10,408,0,4,2,12,18,42,101,027600,2
827,793,43,716,3,7,0,24,34,42,101,027600,3
644,621,21,583,0,8,0,9,23,42,101,027600,4
989,969,10,767,2,174,2,14,20,42,101,027700,1
715,710,20,671,4,1,0,14,5,42,101,027700,2
561,550,4,537,2,1,0,6,11,42,101,027700,3
530,509,10,485,3,3,0,8,21,42,101,027700,4
1009,979,20,922,4,12,0,21,30,42,101,027700,5
1254,1206,16,1150,0,10,2,28,48,42,101,027800,1
804,772,18,732,0,13,2,7,32,42,101,027800,2
630,603,6,575,1,9,0,12,27,42,101,027800,3
1040,1008,35,930,1,13,0,29,32,42,101,027800,4
611,589,7,561,11,1,0,9,22,42,101,027901,1
659,639,4,627,0,3,0,5,20,42,101,027901,2
520,505,12,480,1,5,0,7,15,42,101,027901,3
969,922,12,891,8,2,0,9,47,42,101,027901,4
1027,979,74,857,3,18,0,27,48,42,101,027902,1
2062,1975,917,752,6,177,0,123,87,42,101,027902,2
649,628,19,586,2,0,0,21,21,42,101,028000,1
586,560,12,523,4,0,0,21,26,42,101,028000,2
921,903,26,836,0,11,0,30,18,42,101,028000,3
775,740,645,14,1,73,0,7,35,42,101,001203,2
929,865,738,36,1,77,0,13,64,42,101,001203,1
1709,1616,1364,45,0,178,0,29,93,42,101,001204,1
1118,1047,882,61,0,87,1,16,71,42,101,001204,2
690,646,254,335,3,39,0,15,44,42,101,002100,1
1440,1360,734,496,5,86,0,39,80,42,101,002100,2
753,673,396,189,0,60,0,28,80,42,101,002200,1
587,550,297,212,2,27,0,12,37,42,101,002200,2
889,836,698,54,0,70,0,14,53,42,101,001204,3
748,692,506,117,5,62,0,2,56,42,101,001301,1
677,644,368,223,1,46,0,6,33,42,101,001301,2
689,652,477,106,0,55,0,14,37,42,101,001302,1
812,766,532,174,0,54,0,6,46,42,101,001302,2
736,681,463,138,0,62,0,18,55,42,101,001302,3
2030,1922,1521,92,0,302,0,7,108,42,101,001302,4
1446,1362,1099,139,1,107,0,16,84,42,101,001400,1
725,680,559,65,2,46,0,8,45,42,101,001400,2
1957,1856,1243,440,3,146,0,24,101,42,101,001400,3
942,893,751,37,0,89,0,16,49,42,101,001500,1
1880,1771,1216,298,0,226,0,31,109,42,101,001500,2
1075,1007,863,63,1,58,0,22,68,42,101,001600,1
1193,1103,999,25,1,55,0,23,90,42,101,001600,2
1109,1038,945,32,0,38,2,21,71,42,101,001700,1
1338,1265,1096,67,4,80,1,17,73,42,101,001700,2
1933,1817,1587,66,1,129,0,34,116,42,101,001800,1
976,911,523,279,0,96,0,13,65,42,101,001800,2
927,856,632,171,1,36,0,16,71,42,101,001900,1
1511,1422,1008,247,7,134,0,26,89,42,101,001900,2
1066,985,626,229,1,98,0,31,81,42,101,001900,3
1292,1245,575,580,2,58,0,30,47,42,101,002000,1
845,808,253,476,9,55,0,15,37,42,101,002000,2
